0.0,5.915693906273437e-05,6.090677272815069e-11,0.0,0.0
0.0,3.499543439272068e-09,3.6030813070817045e-15,5.41776435861437e-20,0.0
0.0,6.493613622293905e-13,1.3611469717546854e-18,8.347836981819112e-24,0.0
0.0,1.7755311753389302e-16,4.335962918014777e-22,4.6253986165967084e-27,0.0
0.0,1.45534127840048e-18,9.493694156561997e-24,1.8720913666624128e-28,0.0
0.0,3.350694875198943e-20,1.227499666254029e-25,2.7719646276351654e-30,0.0
0.0,3.244310621232202e-21,1.9825990278440244e-26,3.222559156261308e-31,0.0
0.0,5.945797231681804e-22,1.7428398997017288e-26,5.355657929601317e-31,0.0
0.0,4.1298132934326926e-22,3.80354175254776e-25,3.6579391755056364e-29,0.0
0.0,2.118695649295878e-24,1.2026886466440488e-24,2.0520017478790594e-28,0.0
0.0,2.0825212332493026e-27,9.25763365095769e-27,9.744417603744049e-29,0.0
0.0,1.898165495016295e-30,7.452852467123241e-29,1.4694939176145935e-30,0.0
0.0,5.062320202112821e-31,2.0537837539059717e-30,8.930746543945654e-31,0.0
0.0,4.142135848693667e-31,9.688638178368837e-34,1.3278512169587366e-32,0.0
0.0,4.1390429662677433e-32,9.2731494707131e-37,1.40311467323151e-35,0.0
0.0,4.30482832245892e-33,1.4354416804858453e-37,5.034290021469793e-38,0.0
0.0,2.0530524848906846e-34,1.2770905197225057e-38,3.3580058691872042e-40,0.0
0.0,1.1933719318498204e-35,5.9022697865836736e-40,1.8113985495022176e-41,0.0
0.0,7.600907917158242e-37,4.566896952364986e-41,4.867016890823092e-43,0.0
0.0,7.2925820080828e-38,1.8300470440513133e-42,2.710283458980429e-44,0.0
0.0,4.353297700934463e-39,6.407353646726203e-44,1.1962689344961175e-45,0.0
0.0,1.588405436855406e-40,2.866046317335557e-45,7.639885056057536e-47,0.0
0.0,8.720783632962239e-42,2.5172321823101057e-46,9.81287241028972e-48,0.0
0.0,6.266911010736935e-44,2.87457825737572e-48,6.835223469354889e-49,0.0
0.0,6.400489337456814e-46,1.1695222128926596e-49,2.117935070630616e-50,0.0
0.0,1.5737474409797015e-48,2.000772480543879e-52,4.09488745396326e-52,0.0
0.0,3.530099344727667e-51,4.7795589935505504e-55,2.9945586221807715e-54,0.0
0.0,2.968382750325225e-53,7.241831776385583e-57,5.229344411414922e-56,0.0
0.0,1.7748207682740326e-54,8.840819989243378e-58,3.1966721216967795e-57,0.0
0.0,2.397843100038978e-56,5.722154371228282e-59,7.015976611792527e-59,0.0
0.0,2.4873613062163106e-59,5.459284366398874e-61,1.3982645826546188e-60,0.0
0.0,5.9644926871740665e-64,5.007664506237672e-65,1.7762288630965272e-64,0.0
0.0,4.5162573063997185e-70,8.42068537036286e-71,4.0794115965663795e-70,0.0
